,sub_label,obj_label,subj_anchors
146,cow,"['black', 'white', 'beef', 'big', 'large', 'eaten', 'edible', 'brown', 'female']","['sheep', 'pig', 'calf']"
147,crab,"['eaten', 'edible', 'food', 'red', 'hard', 'underwater', 'small', 'meat', 'pink', 'alive', 'orange', 'white']","['fish', 'algae', 'eggs']"
148,cradle,"['rocked', 'rocking', 'wooden', 'small', 'furniture', 'carried', 'comfortable', 'soft', 'swinging']","['pillow', 'frame', 'table']"
149,crayfish,"['eaten', 'edible', 'underwater', 'aquatic', 'small', 'delicious', 'pink', 'hard', 'alive', 'living', 'boiled', 'brown', 'expensive', 'orange', 'red']","['bass', 'fish', 'fins']"
150,crayon,"['coloured', 'pointed', 'artistic', 'weak', 'held', 'long', 'soft', 'thin', 'entertaining', 'fun']","['ink', 'pencil', 'paper']"
151,cricket,"['green', 'noisy', 'loud', 'small', 'brown', 'alive', 'eaten', 'edible']","['squash', 'sport', 'fishing']"
152,crocodile,"['green', 'aquatic', 'dangerous', 'aggressive', 'big', 'large', 'vicious', 'fierce', 'scary', 'freshwater', 'fast', 'strong', 'hunted']","['lizard', 'snake', 'fish']"
153,crossbow,"['fired', 'dangerous', 'strings', 'old', 'powerful', 'medieval', 'aimed', 'heavy', 'sharp', 'held']","['cannon', 'spear', 'sword']"
154,crowbar,"['heavy', 'long', 'leverage', 'curved', 'bent', 'dangerous', 'strong', 'tough', 'thin', 'black', 'hard', 'sharp', 'useful']","['hammer', 'hook', 'spear']"
155,cucumber,"['green', 'long', 'salad', 'wet', 'eaten', 'edible', 'fresh', 'cool', 'sliced', 'cut', 'healthy', 'lovely', 'thin', 'smooth', 'soft', 'grown', 'circular', 'round']","['beans', 'corn', 'sugar']"
156,cup,"['circular', 'round', 'useful', 'small', 'won', 'decorated', 'smooth']","['bowl', 'spoon', 'plate']"
157,cupboard,"['wooden', 'useful', 'practical', 'big', 'large', 'furniture', 'brown', 'dark', 'heavy', 'rectangular', 'square', 'sizes', 'messy']","['shelves', 'door', 'sink']"
158,currant,"['small', 'dried', 'dry', 'black', 'delicious', 'red', 'circular', 'round', 'eaten', 'edible', 'sweet', 'food', 'blue', 'purple', 'juice', 'healthy', 'dark', 'cooked']","['salt', 'oil', 'water']"
159,cushion,"['soft', 'comfortable', 'rectangular', 'square', 'stuffed', 'decorative', 'circular', 'round', 'padded', 'plain']","['seat', 'carpet', 'pillow']"
160,daffodil,"['yellow', 'pretty', 'attractive', 'beautiful', 'grown', 'orange', 'symbolic', 'alive', 'cheerful', 'common', 'small', 'tall', 'white', 'wild', 'bright']","['tomato', 'cotton', 'squash']"
161,dagger,"['sharp', 'dangerous', 'pointed', 'small', 'shiny', 'ancient', 'harmful', 'scary', 'threatening', 'light']","['sword', 'bow', 'spear']"
162,daisy,"['yellow', 'small', 'white', 'little', 'common', 'pretty', 'attractive', 'beautiful', 'alive', 'pink', 'wild', 'eaten', 'edible', 'fragile', 'delicate']","['flowers', 'bells', 'trumpet']"
163,dandelion,"['yellow', 'blown', 'white', 'eaten', 'edible', 'food', 'pretty', 'attractive', 'beautiful', 'alive', 'living', 'common', 'picked', 'bright']","['oak', 'butterfly', 'rose']"
164,dates,"['dried', 'dry', 'sweet', 'brown', 'eaten', 'edible', 'small', 'dark', 'sticky', 'healthy', 'circular', 'round', 'sold', 'bought', 'red', 'soft', 'food', 'fresh', 'black']","['numbers', 'letters', 'words']"
165,deckchair,"['wooden', 'striped', 'plastic', 'comfortable', 'furniture', 'light', 'relaxing', 'lightweight', 'carried', 'cheap', 'hired', 'traditional', 'uncomfortable']","['chair', 'chairs', 'deck']"
166,deer,"['brown', 'hunted', 'fast', 'graceful', 'meat', 'shy', 'wild', 'cute', 'pretty', 'attractive', 'beautiful', 'sweet', 'rare', 'shot']","['birds', 'cattle', 'horses']"
167,desk,"['wooden', 'flat', 'metal', 'furniture', 'plastic', 'hard', 'strong', 'useful', 'sturdy', 'glass', 'heavy', 'messy', 'solid', 'everyday', 'stable', 'large', 'big', 'common', 'steady']","['chair', 'chairs', 'computer']"
168,dice,"['numbered', 'rolled', 'cubic', 'small', 'fair', 'white', 'random', 'played', 'weighted', 'crooked', 'hard', 'smooth', 'thrown', 'rectangular', 'square']","['cards', 'coins', 'weapons']"
169,dictionary,"['useful', 'helpful', 'heavy', 'big', 'large', 'educational', 'long', 'online', 'thick', 'printed', 'written']","['books', 'book', 'history']"
170,dinghy,"['small', 'entertaining', 'fun', 'sailed', 'unstable', 'orange', 'yellow']","['canoe', 'boat', 'fishing']"
171,dishwasher,"['metal', 'electric', 'electrical', 'useful', 'expensive', 'white', 'noisy', 'loud', 'big', 'large', 'filled', 'unnecessary', 'wet']","['sink', 'kitchen', 'toilet']"
172,dog,"['company', 'friendly', 'loyal', 'trained', 'noisy', 'loud', 'playful', 'faithful', 'aggressive', 'cute', 'small', 'big', 'large', 'fierce']","['cat', 'pig', 'horse']"
173,doll,"['small', 'collected', 'scary', 'stuffed', 'Barbie', 'comforting', 'pretty', 'attractive', 'beautiful']","['toy', 'baby', 'child']"
174,donkey,"['grey', 'hairy', 'ridden', 'cute', 'strong', 'brown', 'small', 'stubborn', 'big', 'large']","['horse', 'sheep', 'horses']"
175,doorknob,"['metal', 'metallic', 'twisted', 'turned', 'twist', 'round', 'circular', 'brass', 'shiny', 'useful', 'functional', 'smooth', 'pushed', 'hard', 'solid', 'small', 'gold']","['key', 'door', 'handle']"
176,doughnut,"['circular', 'round', 'sweet', 'delicious', 'filled', 'food', 'fatty', 'eaten', 'edible', 'fried', 'soft', 'battered', 'sold', 'coated', 'brown']","['cake', 'coffee', 'chocolate']"
177,dove,"['white', 'grey', 'released', 'small', 'pretty', 'attractive', 'beautiful', 'alive', 'calm', 'peaceful']","['fish', 'butterfly', 'turtle']"
178,dragonfly,"['long', 'small', 'pretty', 'thin', 'fast', 'attractive', 'beautiful', 'big', 'large', 'green', 'blue', 'shiny', 'magical', 'light', 'eaten', 'edible', 'fragile', 'delicate', 'mystical']","['butterfly', 'fly', 'spider']"
179,dress,"['clothing', 'worn', 'long', 'summer', 'short', 'feminine', 'formal', 'pretty', 'attractive', 'beautiful', 'smart', 'casual', 'expensive', 'fashionable', 'soft']","['accessories', 'shoes', 'clothing']"
180,dresser,"['wooden', 'furniture', 'big', 'large', 'display', 'useful', 'small', 'decorative', 'heavy', 'tall', 'traditional', 'pretty', 'attractive', 'beautiful', 'antique']","['bed', 'mirror', 'toilet']"
181,drill,"['electric', 'electronic', 'powered', 'mechanical', 'noisy', 'loud', 'useful', 'heavy', 'fast', 'powerful', 'sharp', 'dangerous', 'circular', 'round', 'portable']","['percussion', 'fire', 'paper']"
182,drum,"['noisy', 'loud', 'percussion', 'hit', 'struck', 'beaten', 'played', 'round', 'circular', 'large', 'big', 'musical', 'small', 'ancient', 'medieval', 'hollow', 'carried', 'military']","['bass', 'percussion', 'whistle']"
183,duck,"['eaten', 'edible', 'dry', 'meat', 'cute', 'fatty', 'delicious', 'cooked']","['fish', 'squirrel', 'rabbit']"
184,eagle,"['symbolic', 'America', 'elegant', 'brown', 'rare', 'big', 'large', 'unusual', 'bald', 'endangered', 'golden', 'pretty', 'attractive', 'beautiful']","['hawk', 'dog', 'bird']"
185,ear,"['pierced', 'small', 'big', 'large', 'flexible', 'infected', 'sensitive', 'soft', 'circular', 'round', 'sore', 'shapes', 'sizes', 'rounded']","['nose', 'mouth', 'tongue']"
186,earmuffs,"['warm', 'clothing', 'worn', 'clothes', 'protective', 'soft', 'useful', 'practical']","['glasses', 'lipstick', 'lenses']"
187,eel,"['long', 'narrow', 'slim', 'thin', 'eaten', 'edible', 'slippery', 'electric', 'electrical', 'black', 'disgusting', 'ugly', 'food', 'alive', 'underwater', 'scary', 'brown', 'grey']","['bass', 'fish', 'seal']"
188,elephant,"['big', 'large', 'grey', 'African', 'Indian', 'heavy', 'hunted', 'killed', 'endangered', 'ridden', 'trained', 'clever', 'intelligent', 'caring', 'dangerous']","['deer', 'monkey', 'snake']"
189,elm,"['tall', 'green', 'big', 'large', 'alive', 'living', 'thin', 'pretty', 'attractive', 'beautiful', 'slender', 'brown', 'strong', 'sturdy']","['oak', 'wheat', 'apples']"
190,emu,"['big', 'large', 'Australian', 'tall', 'grey', 'wild', 'alive']","['rock', 'drums', 'japanese']"
191,encyclopaedia,"['big', 'large', 'heavy', 'reference', 'useful', 'online', 'thick', 'educational', 'academic', 'descriptive', 'read', 'comprehensive', 'bound', 'written', 'clever', 'intelligent', 'electronic']","['books', 'articles', 'online']"
192,envelope,"['posted', 'stamped', 'containing', 'addressed', 'rectangular', 'square', 'white', 'brown', 'folded', 'sealed', 'sent', 'sizes', 'flat', 'small', 'thin']","['paper', 'stamp', 'letter']"
193,eucalyptus,"['Australian', 'eaten', 'edible', 'green', 'oil', 'tall', 'big', 'large', 'alive', 'exotic']","['oak', 'gum', 'cotton']"
194,eye,"['round', 'circular', 'colours', 'coloured', 'blue', 'brown', 'green', 'liquid', 'complex', 'spherical', 'complicated', 'pretty', 'beautiful', 'attractive', 'small', 'useful', 'delicate', 'fragile', 'soft', 'white', 'wet', 'protected', 'grey', 'damaged', 'black', 'amazing', 'moist']","['nose', 'mouth', 'hand']"
195,falcon,"['predatory', 'fast', 'swift', 'big', 'large', 'brown', 'strong', 'alive', 'dangerous', 'endangered', 'pretty', 'attractive', 'beautiful']","['hawk', 'cat', 'deer']"
196,fence,"['wooden', 'tall', 'high', 'painted', 'protective', 'long', 'strong', 'sturdy', 'extensive', 'hard', 'small', 'solid', 'secure', 'short', 'upright', 'electric', 'common', 'low']","['walls', 'gate', 'windows']"
197,fern,"['green', 'ancient', 'medieval', 'soft', 'living', 'curled', 'curly', 'alive', 'poisonous', 'natural', 'common', 'large', 'eaten', 'edible', 'pretty', 'attractive', 'beautiful', 'big']","['oak', 'wood', 'tree']"
198,ferry,"['big', 'large', 'carrying', 'transport', 'transportation', 'heavy', 'slow', 'entertaining', 'fun', 'strong', 'noisy', 'loud', 'sailed']","['boat', 'car', 'transport']"
199,finger,"['flexible', 'long', 'thin', 'skinny', 'slender', 'flesh', 'sensitive', 'small', 'useful', 'pointed', 'pink', 'circular', 'round', 'rounded']","['thumb', 'nail', 'hand']"
200,fir,"['green', 'tall', 'Christmas', 'big', 'large', 'alive', 'sharp', 'soft', 'thin', 'slim']","['oak', 'orange', 'wood']"
201,flamingo,"['pink', 'tall', 'fishing', 'rare', 'big', 'large', 'pretty', 'attractive', 'beautiful', 'uncommon']","['butterfly', 'monkey', 'orange']"
202,flannel,"['rectangular', 'square', 'small', 'soft', 'fabric', 'colours', 'rough', 'coarse', 'clean', 'wet', 'coloured', 'washed', 'flat', 'woven', 'useful', 'dry', 'light']","['underwear', 'linen', 'jeans']"
203,flea,"['small', 'annoying', 'black', 'alive', 'disgusting', 'minute', 'living']","['tomato', 'tobacco', 'wheat']"
204,flounder,"['flat', 'eaten', 'edible', 'aquatic', 'brown', 'food', 'slippery', 'small', 'underwater', 'circular', 'round', 'cold']","['fish', 'fly', 'rock']"
205,flour,"['white', 'ground', 'messy', 'brown', 'fine', 'plain', 'food', 'soft', 'sold', 'bought', 'cheap', 'dry', 'dusty', 'useful', 'heavy', 'light']","['sugar', 'butter', 'water']"
206,flute,"['metal', 'long', 'played', 'silver', 'orchestra', 'blown', 'thin', 'held', 'hollow', 'feminine', 'light']","['piano', 'guitar', 'percussion']"
207,foot,"['hairy', 'flat', 'measurement', 'long', 'smooth', 'strong', 'unpleasant', 'sturdy']","['hand', 'knee', 'toe']"
208,football,"['spherical', 'circular', 'round', 'kicked', 'black', 'bounced', 'white', 'light', 'hard', 'popular', 'thrown', 'entertaining', 'fun', 'cheap', 'pumped', 'soft', 'muddy']","['sport', 'squash', 'medicine']"
209,fork,"['sharp', 'useful', 'shiny', 'silver', 'cheap', 'held', 'light', 'long', 'small']","['knife', 'spoon', 'thread']"
210,fox,"['sly', 'red', 'city', 'urban', 'orange', 'fast', 'wild', 'hunted', 'feral', 'quick', 'brown', 'English', 'dangerous', 'loud', 'pretty', 'attractive', 'beautiful', 'intelligent', 'clever', 'white', 'small', 'dirty', 'noisy']","['rabbit', 'deer', 'cat']"
211,fridge,"['cold', 'white', 'electric', 'electrical', 'big', 'large', 'cooling', 'useful', 'cool', 'modern']","['kitchen', 'shelves', 'toilet']"
212,frisbee,"['plastic', 'circular', 'round', 'thrown', 'flying', 'flat', 'caught', 'entertaining', 'fun', 'coloured', 'light', 'lightweight', 'cheap', 'fast', 'spun', 'quick']","['squash', 'chicken', 'rabbit']"
213,frog,"['green', 'moist', 'wet', 'poisonous', 'small', 'eaten', 'edible', 'noisy', 'loud']","['lizard', 'snake', 'spider']"
214,garlic,"['white', 'cooked', 'crushed', 'small', 'eaten', 'edible', 'French', 'strong', 'food', 'Italian', 'grown', 'healthy', 'peeled', 'circular', 'round']","['salt', 'water', 'sugar']"
215,gate,"['wooden', 'open', 'opened', 'locked', 'barred', 'secure', 'painted', 'decorative', 'elaborate', 'heavy', 'small', 'strong', 'big', 'large', 'grand']","['lock', 'door', 'bridge']"
216,geranium,"['pretty', 'attractive', 'beautiful', 'grown', 'planted', 'pink', 'red', 'green', 'orange', 'alive', 'blue']","['sugar', 'salt', 'gum']"
217,gerbil,"['small', 'hairy', 'cute', 'fast', 'quick', 'alive', 'living', 'soft', 'brown', 'stupid']","['lizard', 'dog', 'pig']"
218,gherkin,"['green', 'eaten', 'edible', 'sharp', 'sour', 'acidic', 'long', 'food', 'disgusting', 'small', 'sliced', 'sold', 'bought', 'moist', 'circular', 'round', 'rectangular', 'square']","['silk', 'tobacco', 'cotton']"
219,gin,"['alcoholic', 'clear', 'transparent', 'drunk', 'strong', 'liquid', 'bitter', 'expensive', 'sold', 'bought']","['tobacco', 'vodka', 'wine']"
220,giraffe,"['tall', 'yellow', 'spotted', 'brown', 'pretty', 'attractive', 'beautiful', 'big', 'large', 'orange', 'tropical']","['deer', 'rabbit', 'horse']"
221,glider,"['flown', 'light', 'lightweight', 'airborne', 'big', 'large', 'dangerous', 'small', 'entertaining', 'fun', 'fast', 'launched', 'quiet', 'transport']","['transport', 'tank', 'boat']"
222,gloves,"['protective', 'worn', 'warm', 'clothing', 'striped', 'black', 'practical', 'red', 'soft']","['shoes', 'glasses', 'knives']"
223,glue,"['sticky', 'liquid', 'clear', 'transparent', 'white', 'useful', 'poisonous', 'strong', 'toxic', 'solid', 'thick', 'wet', 'sold']","['paper', 'paint', 'wax']"
224,goat,"['hairy', 'hungry', 'meat', 'calm', 'grey', 'small', 'white', 'clever', 'intelligent', 'noisy', 'loud', 'gentle']","['sheep', 'pig', 'deer']"
225,goggles,"['plastic', 'protective', 'protection', 'clear', 'transparent', 'worn', 'elastic', 'tight', 'circular', 'round', 'glasses', 'rounded', 'small', 'useful']","['glasses', 'lenses', 'helmet']"
226,goldfish,"['orange', 'small', 'golden', 'gold', 'aquatic', 'yellow', 'sold', 'bought', 'cheap', 'common', 'big', 'large', 'eaten', 'edible']","['bass', 'gold', 'silver']"
227,gong,"['metal', 'noisy', 'loud', 'hit', 'struck', 'round', 'circular', 'big', 'large', 'hung', 'suspended', 'shiny', 'Chinese', 'heavy', 'percussion', 'bronze', 'flat', 'strong', 'hard', 'musical']","['bells', 'drums', 'horns']"
228,goose,"['white', 'eaten', 'edible', 'big', 'large', 'aggressive', 'food', 'noisy', 'loud', 'fatty', 'fat', 'alive', 'Canadian', 'grey', 'black', 'cooked']","['sheep', 'rabbit', 'deer']"
229,gorilla,"['hairy', 'big', 'large', 'black', 'strong', 'clever', 'intelligent', 'endangered', 'aggressive', 'fierce', 'alive', 'dangerous', 'grey', 'wild']","['monkey', 'lizard', 'deer']"
230,gown,"['worn', 'fabric', 'cloth', 'long', 'clothing', 'smart', 'formal', 'black', 'academic', 'pretty', 'attractive', 'beautiful', 'expensive', 'decorative', 'coloured', 'elegant', 'big', 'large']","['shoes', 'cap', 'tie']"
231,grape,"['green', 'red', 'small', 'sweet', 'purple', 'eaten', 'edible', 'nice', 'delicious', 'circular', 'round', 'healthy', 'dried', 'light', 'smooth', 'white']","['wine', 'cheese', 'tomato']"
232,grapefruit,"['sharp', 'sour', 'bitter', 'acidic', 'breakfast', 'edible', 'eaten', 'yellow', 'pink', 'circular', 'round', 'red', 'sweet', 'lovely', 'healthy', 'large', 'white', 'spherical', 'orange', 'big', 'small', 'disgusting', 'green', 'soft', 'tropical', 'grown']","['apples', 'grapes', 'tomato']"
233,grasshopper,"['green', 'small', 'noisy', 'loud', 'alive', 'brown', 'thin']","['butterfly', 'spider', 'bee']"
234,grater,"['metal', 'metallic', 'sharp', 'useful', 'cooking', 'dangerous', 'hard', 'shiny', 'small', 'thin', 'rectangular', 'square', 'held']","['bread', 'cheese', 'spoon']"
235,grenade,"['thrown', 'explosive', 'dangerous', 'lethal', 'deadly', 'small', 'circular', 'round', 'rounded', 'spherical', 'destructive', 'green', 'scary']","['bomb', 'gun', 'ammunition']"
236,guitar,"['wooden', 'electric', 'electrical', 'electronic', 'acoustic', 'played', 'hollow', 'picked', 'held', 'bass', 'classical', 'classic']","['drums', 'bass', 'piano']"
237,gun,"['fired', 'metallic', 'dangerous', 'deadly', 'lethal', 'forbidden', 'illegal', 'noisy', 'loud', 'carried', 'hard', 'aimed', 'black']","['ammunition', 'knife', 'knives']"
238,hair,"['thin', 'long', 'growing', 'brown', 'coloured', 'short', 'black', 'blonde', 'cut', 'trimmed', 'dead', 'red', 'strong', 'styled', 'curly', 'split', 'washed', 'brushed', 'straight', 'small', 'light', 'grey', 'dark', 'shaved', 'white', 'human']","['skin', 'clothing', 'makeup']"
239,ham,"['meat', 'pig', 'pink', 'eaten', 'edible', 'delicious', 'pork', 'sliced', 'cooked', 'fatty', 'cured', 'thin', 'food', 'sold', 'bought', 'smoked', 'large', 'big', 'filling', 'cut', 'flat']","['cheese', 'eggs', 'bacon']"
240,hammer,"['heavy', 'painful', 'hard', 'useful', 'noisy', 'loud']","['nails', 'nail', 'knife']"
241,hamster,"['small', 'alive', 'cute', 'white', 'black', 'brown', 'soft', 'noisy', 'loud', 'colours']","['rabbit', 'chicken', 'sheep']"
242,harmonica,"['small', 'played', 'blown', 'musical', 'noisy', 'loud', 'happy', 'informal', 'rectangular', 'square']","['guitar', 'drums', 'percussion']"
243,harp,"['big', 'large', 'played', 'pretty', 'attractive', 'beautiful', 'musical', 'expensive', 'romantic', 'heavy', 'elegant', 'classical', 'rare', 'unusual', 'old']","['guitar', 'piano', 'drums']"
244,harpoon,"['metal', 'sharp', 'long', 'dangerous', 'thrown', 'pointed', 'fired', 'shot', 'painful', 'harmful', 'archaic', 'big', 'large', 'heavy', 'fast', 'thin', 'strong', 'Japanese']","['trumpet', 'guitar', 'horn']"
245,harpsichord,"['old', 'played', 'noisy', 'loud', 'rare', 'classical', 'small', 'traditional']","['piano', 'guitar', 'percussion']"
246,hatchet,"['metal', 'sharp', 'heavy', 'small', 'dangerous', 'deadly', 'ancient', 'medieval', 'rare', 'uncommon']","['knife', 'spear', 'sword']"
247,hawk,"['big', 'large', 'predatory', 'brown', 'fast', 'quick', 'alive', 'dangerous', 'impressive', 'scary', 'strong', 'noisy', 'loud', 'pretty', 'attractive', 'beautiful']","['bird', 'dog', 'cat']"
248,heart,"['bloody', 'pumping', 'beating', 'essential', 'vital', 'important', 'red', 'loving', 'love', 'living', 'broken', 'alive', 'strong', 'pink', 'large', 'damaged', 'big']","['body', 'head', 'feet']"
249,hedgehog,"['small', 'cute', 'brown', 'shy', 'defensive', 'alive', 'endangered', 'sharp', 'slow']","['squirrel', 'rabbit', 'spider']"
250,helicopter,"['noisy', 'loud', 'transport', 'expensive', 'fast', 'dangerous', 'heavy', 'big', 'large']","['missiles', 'radio', 'missile']"
